"Country or Area","Year","Area","Sex","Religion","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Ireland","2002","Total","Both Sexes","Muslim","Census - de facto - complete tabulation","Final figure, complete","2003","19147",""
"Ireland","2002","Total","Both Sexes","Orthodox","Census - de facto - complete tabulation","Final figure, complete","2003","10437","28"
"Ireland","2002","Total","Both Sexes","Pantheism","Census - de facto - complete tabulation","Final figure, complete","2003","1106",""
"Ireland","2002","Total","Both Sexes","Presbyterian","Census - de facto - complete tabulation","Final figure, complete","2003","20582",""
"Ireland","2002","Total","Both Sexes","Quakers","Census - de facto - complete tabulation","Final figure, complete","2003","859",""
"Ireland","2002","Total","Both Sexes","Roman Catholic","Census - de facto - complete tabulation","Final figure, complete","2003","3462606",""
"Ireland","2002","Total","Both Sexes","Other","Census - de facto - complete tabulation","Final figure, complete","2003","8920",""
"Ireland","2002","Total","Both Sexes","No Religion","Census - de facto - complete tabulation","Final figure, complete","2003","138264",""
"Ireland","2002","Total","Both Sexes","Not Specified","Census - de facto - complete tabulation","Final figure, complete","2003","79094","29"
"Israel","1995","Total","Both Sexes","Christian","Census - de facto - complete tabulation","Final figure, complete","2012","122400","30"
"Israel","1995","Total","Both Sexes","Druze","Census - de facto - complete tabulation","Final figure, complete","2012","92655","30"
"Israel","1995","Total","Both Sexes","Jewish","Census - de facto - complete tabulation","Final figure, complete","2012","4476225","30"
"Israel","1995","Total","Both Sexes","Muslim","Census - de facto - complete tabulation","Final figure, complete","2012","808375","30"
"Israel","1995","Total","Both Sexes","Other","Census - de facto - complete tabulation","Final figure, complete","2012","67445","30"
"Jamaica","2011","Total","Both Sexes","Total","Census - de jure - complete tabulation","Final figure, complete","2013","2684256","31"
"Jamaica","2011","Total","Both Sexes","Anglican","Census - de jure - complete tabulation","Final figure, complete","2013","74995","31"
"Jamaica","2011","Total","Both Sexes","Baha'i","Census - de jure - complete tabulation","Final figure, complete","2013","269","31"
"Jamaica","2011","Total","Both Sexes","Baptist","Census - de jure - complete tabulation","Final figure, complete","2013","180626","31"
"Jamaica","2011","Total","Both Sexes","Brethren","Census - de jure - complete tabulation","Final figure, complete","2013","23647","31"
"Jamaica","2011","Total","Both Sexes","Church of God of Prophecy","Census - de jure - complete tabulation","Final figure, complete","2013","121264","31"
"Jamaica","2011","Total","Both Sexes","Hindu","Census - de jure - complete tabulation","Final figure, complete","2013","1839","31"
"Jamaica","2011","Total","Both Sexes","Islam ","Census - de jure - complete tabulation","Final figure, complete","2013","1511","31"
"Jamaica","2011","Total","Both Sexes","Jehovah Witness","Census - de jure - complete tabulation","Final figure, complete","2013","50843","31"
"Jamaica","2011","Total","Both Sexes","Judaism","Census - de jure - complete tabulation","Final figure, complete","2013","506","31"
"Jamaica","2011","Total","Both Sexes","Methodist","Census - de jure - complete tabulation","Final figure, complete","2013","43362","31"
"Jamaica","2011","Total","Both Sexes","Moravian","Census - de jure - complete tabulation","Final figure, complete","2013","18351","31"
"Jamaica","2011","Total","Both Sexes","Pentecostal","Census - de jure - complete tabulation","Final figure, complete","2013","295209","31"
"Jamaica","2011","Total","Both Sexes","Rastafarian","Census - de jure - complete tabulation","Final figure, complete","2013","29028","31"
"Jamaica","2011","Total","Both Sexes","Revived","Census - de jure - complete tabulation","Final figure, complete","2013","36309","31"
"Jamaica","2011","Total","Both Sexes","Roman Catholic","Census - de jure - complete tabulation","Final figure, complete","2013","58010","31"
"Jamaica","2011","Total","Both Sexes","Seventh Day Adventist","Census - de jure - complete tabulation","Final figure, complete","2013","322202","31"
"Jamaica","2011","Total","Both Sexes","United Church","Census - de jure - complete tabulation","Final figure, complete","2013","55419","31"
"Jamaica","2011","Total","Both Sexes","Other Church of God","Census - de jure - complete tabulation","Final figure, complete","2013","246790","31"
"Jamaica","2011","Total","Both Sexes","Other Religions","Census - de jure - complete tabulation","Final figure, complete","2013","169000","31"
"Jamaica","2011","Total","Both Sexes","No Religion","Census - de jure - complete tabulation","Final figure, complete","2013","571988","31"
"Jamaica","2011","Total","Both Sexes","Not Specified","Census - de jure - complete tabulation","Final figure, complete","2013","61403","31"
"Jamaica","2011","Total","Both Sexes","New Testament Church of God","Census - de jure - complete tabulation","Final figure, complete","2013","192128","31"
"Jamaica","2011","Total","Both Sexes","Church of God in Jamaica","Census - de jure - complete tabulation","Final figure, complete","2013","129557","31"
"Jamaica","2001","Total","Both Sexes","Total","Census - de jure - complete tabulation","Final figure, complete","2007","2595962","31"
"Jamaica","2001","Total","Both Sexes","Anglican","Census - de jure - complete tabulation","Final figure, complete","2007","93612","31"
"Jamaica","2001","Total","Both Sexes","Baha'i","Census - de jure - complete tabulation","Final figure, complete","2007","279","31"
"Jamaica","2001","Total","Both Sexes","Baptist","Census - de jure - complete tabulation","Final figure, complete","2007","188770","31"
"Jamaica","2001","Total","Both Sexes","Brethren","Census - de jure - complete tabulation","Final figure, complete","2007","24217","31"
"Jamaica","2001","Total","Both Sexes","Church of God of Prophecy","Census - de jure - complete tabulation","Final figure, complete","2007","113225","31"
"Jamaica","2001","Total","Both Sexes","Hindu","Census - de jure - complete tabulation","Final figure, complete","2007","1453","31"
"Jamaica","2001","Total","Both Sexes","Islam ","Census - de jure - complete tabulation","Final figure, complete","2007","1024","31"
"Jamaica","2001","Total","Both Sexes","Jehovah Witness","Census - de jure - complete tabulation","Final figure, complete","2007","40203","31"
"Jamaica","2001","Total","Both Sexes","Judaism","Census - de jure - complete tabulation","Final figure, complete","2007","359","31"
"Jamaica","2001","Total","Both Sexes","Methodist","Census - de jure - complete tabulation","Final figure, complete","2007","50024","31"
"Jamaica","2001","Total","Both Sexes","Moravian","Census - de jure - complete tabulation","Final figure, complete","2007","20975","31"
"Jamaica","2001","Total","Both Sexes","Pentecostal","Census - de jure - complete tabulation","Final figure, complete","2007","247452","31"
"Jamaica","2001","Total","Both Sexes","Rastafarian","Census - de jure - complete tabulation","Final figure, complete","2007","24020","31"
"Jamaica","2001","Total","Both Sexes","Roman Catholic","Census - de jure - complete tabulation","Final figure, complete","2007","67204","31"
"Jamaica","2001","Total","Both Sexes","Seventh Day Adventist","Census - de jure - complete tabulation","Final figure, complete","2007","281353","31"
"Jamaica","2001","Total","Both Sexes","United Church","Census - de jure - complete tabulation","Final figure, complete","2007","64154","31"
"Jamaica","2001","Total","Both Sexes","Other Church of God","Census - de jure - complete tabulation","Final figure, complete","2007","215837","31"
"Jamaica","2001","Total","Both Sexes","Other Religions","Census - de jure - complete tabulation","Final figure, complete","2007","253652","31"
"Jamaica","2001","Total","Both Sexes","No Religion","Census - de jure - complete tabulation","Final figure, complete","2007","545902","31"
"Jamaica","2001","Total","Both Sexes","Not Specified","Census - de jure - complete tabulation","Final figure, complete","2007","72151","31"
"Jamaica","2001","Total","Both Sexes","New Testament Church of God","Census - de jure - complete tabulation","Final figure, complete","2007","163912","31"
"Jamaica","2001","Total","Both Sexes","Church of God in Jamaica","Census - de jure - complete tabulation","Final figure, complete","2007","124184","31"
"Kazakhstan","2009","Total","Both Sexes","Total","Census - de facto - complete tabulation","Final figure, complete","2015","16009597",""
"Kazakhstan","2009","Total","Both Sexes","Buddhist","Census - de facto - complete tabulation","Final figure, complete","2015","14663",""
"Kazakhstan","2009","Total","Both Sexes","Christian","Census - de facto - complete tabulation","Final figure, complete","2015","4214232",""
"Kazakhstan","2009","Total","Both Sexes","Islam ","Census - de facto - complete tabulation","Final figure, complete","2005","11239176",""
"Kazakhstan","2009","Total","Both Sexes","Judaism","Census - de facto - complete tabulation","Final figure, complete","2015","5281",""
"Kazakhstan","2009","Total","Both Sexes","Other","Census - de facto - complete tabulation","Final figure, complete","2015","3688",""
"Kazakhstan","2009","Total","Both Sexes","Not Stated","Census - de facto - complete tabulation","Final figure, complete","2015","81010",""
"Kazakhstan","2009","Total","Both Sexes","Non-believers","Census - de facto - complete tabulation","Final figure, complete","2015","451547",""
"Kenya","2019","Total","Both Sexes","Total","Census - de facto - complete tabulation","Final figure, complete","2020","47206259","32"
"Kenya","2019","Total","Both Sexes","Catholic","Census - de facto - complete tabulation","Final figure, complete","2020","9726143","32"
"Kenya","2019","Total","Both Sexes","Evangelical","Census - de facto - complete tabulation","Final figure, complete","2020","9648674","32"
"Kenya","2019","Total","Both Sexes","Hindu","Census - de facto - complete tabulation","Final figure, complete","2020","60287","32"
"Kenya","2019","Total","Both Sexes","Muslim","Census - de facto - complete tabulation","Final figure, complete","2020","5152186","32"
"Kenya","2019","Total","Both Sexes","Orthodox","Census - de facto - complete tabulation","Final figure, complete","2020","201263","32"
"Kenya","2019","Total","Both Sexes","Protestant","Census - de facto - complete tabulation","Final figure, complete","2020","15777430","32"
"Kenya","2019","Total","Both Sexes","Traditional","Census - de facto - complete tabulation","Final figure, complete","2020","318726","32"
"Kenya","2019","Total","Both Sexes","Other Christians","Census - de facto - complete tabulation","Final figure, complete","2020","1732904","32"
"Kenya","2019","Total","Both Sexes","Other Religions","Census - de facto - complete tabulation","Final figure, complete","2020","467081","32"
"Kenya","2019","Total","Both Sexes","No Religion","Census - de facto - complete tabulation","Final figure, complete","2020","755748","32"
"Kenya","2019","Total","Both Sexes","African Instituted Churches","Census - de facto - complete tabulation","Final figure, complete","2020","3292568","32"
"Kenya","2019","Total","Both Sexes","Unknown","Census - de facto - complete tabulation","Final figure, complete","2020","73249","32"
"Kenya","2009","Total","Both Sexes","Total","Census - de facto - complete tabulation","Final figure, complete","2010","38412088",""
"Kenya","2009","Total","Both Sexes","Catholic","Census - de facto - complete tabulation","Final figure, complete","2010","9010684",""
"Kenya","2009","Total","Both Sexes","Hindu","Census - de facto - complete tabulation","Final figure, complete","2010","53393",""
"Kenya","2009","Total","Both Sexes","Muslim","Census - de facto - complete tabulation","Final figure, complete","2010","4304798",""
"Kenya","2009","Total","Both Sexes","Protestant","Census - de facto - complete tabulation","Final figure, complete","2010","18307466",""
"Kenya","2009","Total","Both Sexes","Traditional","Census - de facto - complete tabulation","Final figure, complete","2010","635352",""
"Kenya","2009","Total","Both Sexes","Other Christians","Census - de facto - complete tabulation","Final figure, complete","2010","4559584",""
"Kenya","2009","Total","Both Sexes","Other Religions","Census - de facto - complete tabulation","Final figure, complete","2010","557450",""
"Kenya","2009","Total","Both Sexes","No Religion","Census - de facto - complete tabulation","Final figure, complete","2010","922128",""
"Kenya","2009","Total","Both Sexes","Unknown","Census - de facto - complete tabulation","Final figure, complete","2010","61233",""
"Kiribati","2015","Total","Both Sexes","Total","Census - de facto - complete tabulation","Final figure, complete","2019","110136",""
"Kiribati","2015","Total","Both Sexes","Assembly of God","Census - de facto - complete tabulation","Final figure, complete","2019","364",""
"Kiribati","2015","Total","Both Sexes","Baha'i","Census - de facto - complete tabulation","Final figure, complete","2019","2314",""
"Kiribati","2015","Total","Both Sexes","Catholic","Census - de facto - complete tabulation","Final figure, complete","2019","63116",""
"Kiribati","2015","Total","Both Sexes","Church of God","Census - de facto - complete tabulation","Final figure, complete","2019","279",""
"Kiribati","2015","Total","Both Sexes","Muslim","Census - de facto - complete tabulation","Final figure, complete","2019","139",""
"Kiribati","2015","Total","Both Sexes","Seventh Day Adventist","Census - de facto - complete tabulation","Final figure, complete","2019","2064",""
"Kiribati","2015","Total","Both Sexes","Other","Census - de facto - complete tabulation","Final figure, complete","2019","832",""
"Kiribati","2015","Total","Both Sexes","No Religion","Census - de facto - complete tabulation","Final figure, complete","2019","51",""
"Kiribati","2015","Total","Both Sexes","Latter Day Saints (Mormon)","Census - de facto - complete tabulation","Final figure, complete","2019","5857",""
"Kiribati","2015","Total","Both Sexes","International Church of the Foursquare Gospel","Census - de facto - complete tabulation","Final figure, complete","2019","77",""
"Kiribati","2015","Total","Both Sexes","Te Ran","Census - de facto - complete tabulation","Final figure, complete","2019","86",""
"Kiribati","2015","Total","Both Sexes","All Nations Baptist","Census - de facto - complete tabulation","Final figure, complete","2019","141",""
"Kiribati","2015","Total","Both Sexes","Kempsville Presbyterian Church","Census - de facto - complete tabulation","Final figure, complete","2019","34464",""
"Kiribati","2015","Total","Both Sexes","Te koaua","Census - de facto - complete tabulation","Final figure, complete","2019","352",""
"Kiribati","2010","Total","Both Sexes","Total","Census - de facto - complete tabulation","Final figure, complete","2013","103058",""
"Kiribati","2010","Total","Both Sexes","Assembly of God","Census - de facto - complete tabulation","Final figure, complete","2013","390",""
"Kiribati","2010","Total","Both Sexes","Baha'i","Census - de facto - complete tabulation","Final figure, complete","2013","2322",""
"Kiribati","2010","Total","Both Sexes","Catholic","Census - de facto - complete tabulation","Final figure, complete","2013","57503",""
"Kiribati","2010","Total","Both Sexes","Church of God","Census - de facto - complete tabulation","Final figure, complete","2013","360",""
"Kiribati","2010","Total","Both Sexes","Mormon","Census - de facto - complete tabulation","Final figure, complete","2013","4802",""
"Kiribati","2010","Total","Both Sexes","Muslim","Census - de facto - complete tabulation","Final figure, complete","2013","119",""
"Kiribati","2010","Total","Both Sexes","Seventh Day Adventist","Census - de facto - complete tabulation","Final figure, complete","2013","2085",""
"Kiribati","2010","Total","Both Sexes","Other","Census - de facto - complete tabulation","Final figure, complete","2013","265",""
"Kiribati","2010","Total","Both Sexes","No Religion","Census - de facto - complete tabulation","Final figure, complete","2013","51",""
"Kiribati","2010","Total","Both Sexes","Kempsville Presbyterian Church","Census - de facto - complete tabulation","Final figure, complete","2013","34528",""
"Kiribati","2010","Total","Both Sexes","Te koaua","Census - de facto - complete tabulation","Final figure, complete","2013","421",""
"Kiribati","2010","Total","Both Sexes","Unknown","Census - de facto - complete tabulation","Final figure, complete","2013","212",""
"Kiribati","1995","Total","Both Sexes","Total","Census - de facto - complete tabulation","Final figure, complete","2001","77658",""
"Kiribati","1995","Total","Both Sexes","African Methodist Episcopal Church","Census - de facto - complete tabulation","Final figure, complete","2001","42164",""
"Kiribati","1995","Total","Both Sexes","Arya Samajist","Census - de facto - complete tabulation","Final figure, complete","2001","29432",""
"Kiribati","1995","Total","Both Sexes","Bengali","Census - de facto - complete tabulation","Final figure, complete","2001","6062",""
"Lao People's Democratic Republic","2015","Total","Both Sexes","Total","Census - de jure - complete tabulation","Final figure, complete","2019","6492228",""
"Lao People's Democratic Republic","2015","Total","Both Sexes","Baha'i","Census - de jure - complete tabulation","Final figure, complete","2019","2122",""
"Lao People's Democratic Republic","2015","Total","Both Sexes","Buddhist","Census - de jure - complete tabulation","Final figure, complete","2019","4201993",""
"Lao People's Democratic Republic","2015","Total","Both Sexes","Christian","Census - de jure - complete tabulation","Final figure, complete","2019","112230",""
"Lao People's Democratic Republic","2015","Total","Both Sexes","Muslim","Census - de jure - complete tabulation","Final figure, complete","2019","1605",""
"Lao People's Democratic Republic","2015","Total","Both Sexes","Other","Census - de jure - complete tabulation","Final figure, complete","2019","19901",""
"Lao People's Democratic Republic","2015","Total","Both Sexes","No Religion","Census - de jure - complete tabulation","Final figure, complete","2019","2040365",""
"Lao People's Democratic Republic","2015","Total","Both Sexes","Not Stated","Census - de jure - complete tabulation","Final figure, complete","2019","114012",""
"Lao People's Democratic Republic","2005","Total","Both Sexes","Total","Census - de jure - complete tabulation","Final figure, complete","2009","5621982",""
"Lao People's Democratic Republic","2005","Total","Both Sexes","Animist","Census - de jure - complete tabulation","Final figure, complete","2009","1826",""
"Lao People's Democratic Republic","2005","Total","Both Sexes","Buddhist","Census - de jure - complete tabulation","Final figure, complete","2009","3755156",""
"Lao People's Democratic Republic","2005","Total","Both Sexes","Christian","Census - de jure - complete tabulation","Final figure, complete","2009","84750",""
"Lao People's Democratic Republic","2005","Total","Both Sexes","Muslim","Census - de jure - complete tabulation","Final figure, complete","2009","1044",""
"Lao People's Democratic Republic","2005","Total","Both Sexes","Other","Census - de jure - complete tabulation","Final figure, complete","2009","1739009",""
"Lao People's Democratic Republic","2005","Total","Both Sexes","Not Stated","Census - de jure - complete tabulation","Final figure, complete","2009","40197",""
"Lao People's Democratic Republic","1995","Total","Both Sexes","Total","Census - de facto - complete tabulation","Final figure, complete","2002","4574848",""
"Lao People's Democratic Republic","1995","Total","Both Sexes","Animist","Census - de facto - complete tabulation","Final figure, complete","2002","1515205",""
"Lao People's Democratic Republic","1995","Total","Both Sexes","Buddhist","Census - de facto - complete tabulation","Final figure, complete","2002","2993515",""
"Lao People's Democratic Republic","1995","Total","Both Sexes","Christian","Census - de facto - complete tabulation","Final figure, complete","2002","60057",""
"Lao People's Democratic Republic","1995","Total","Both Sexes","Muslim","Census - de facto - complete tabulation","Final figure, complete","2002","1133",""
"Lao People's Democratic Republic","1995","Total","Both Sexes","Other","Census - de facto - complete tabulation","Final figure, complete","2002","4655",""
"Lao People's Democratic Republic","1995","Total","Both Sexes","Not Stated","Census - de facto - complete tabulation","Final figure, complete","2002","283",""
"Liberia","2008","Total","Both Sexes","Total","Census - de facto - complete tabulation","Final figure, complete","2010","3476608",""
"Liberia","2008","Total","Both Sexes","Christian","Census - de facto - complete tabulation","Final figure, complete","2010","2975675",""
"Liberia","2008","Total","Both Sexes","Muslim","Census - de facto - complete tabulation","Final figure, complete","2010","424685",""
"Liberia","2008","Total","Both Sexes","Traditional","Census - de facto - complete tabulation","Final figure, complete","2010","20134",""
"Liberia","2008","Total","Both Sexes","Other Religions","Census - de facto - complete tabulation","Final figure, complete","2010","5426",""
"Liberia","2008","Total","Both Sexes","No Religion","Census - de facto - complete tabulation","Final figure, complete","2010","50688",""
"Liechtenstein","2015","Total","Both Sexes","Total","Census - de jure - complete tabulation","Final figure, complete","2019","37622",""
"Liechtenstein","2015","Total","Both Sexes","Buddhist","Census - de jure - complete tabulation","Final figure, complete","2019","180",""
"Liechtenstein","2015","Total","Both Sexes","Islam ","Census - de jure - complete tabulation","Final figure, complete","2019","2215",""
"Liechtenstein","2015","Total","Both Sexes","Roman Catholic","Census - de jure - complete tabulation","Final figure, complete","2019","27599",""
"Liechtenstein","2015","Total","Both Sexes","Other","Census - de jure - complete tabulation","Final figure, complete","2019","128",""
"Liechtenstein","2015","Total","Both Sexes","Other Christians","Census - de jure - complete tabulation","Final figure, complete","2019","105",""
"Liechtenstein","2015","Total","Both Sexes","Other Protestant","Census - de jure - complete tabulation","Final figure, complete","2019","259",""
"Liechtenstein","2015","Total","Both Sexes","No Afiliation","Census - de jure - complete tabulation","Final figure, complete","2019","2623",""
"Liechtenstein","2015","Total","Both Sexes","Not Specified","Census - de jure - complete tabulation","Final figure, complete","2019","1229",""
"Liechtenstein","2015","Total","Both Sexes","Christian Orthodox","Census - de jure - complete tabulation","Final figure, complete","2019","472",""
"Liechtenstein","2015","Total","Both Sexes","Protestant Reformed","Census - de jure - complete tabulation","Final figure, complete","2019","2365",""
"Liechtenstein","2015","Total","Both Sexes","Protestant Lutheran","Census - de jure - complete tabulation","Final figure, complete","2019","447",""
"Liechtenstein","2010","Total","Both Sexes","Total","Census - de jure - complete tabulation","Final figure, complete","2013","36149",""
"Liechtenstein","2010","Total","Both Sexes","Buddhist","Census - de jure - complete tabulation","Final figure, complete","2013","148",""
"Liechtenstein","2010","Total","Both Sexes","Islam ","Census - de jure - complete tabulation","Final figure, complete","2013","1960",""
"Liechtenstein","2010","Total","Both Sexes","Roman Catholic","Census - de jure - complete tabulation","Final figure, complete","2013","27450",""
"Liechtenstein","2010","Total","Both Sexes","Other","Census - de jure - complete tabulation","Final figure, complete","2013","133",""
"Liechtenstein","2010","Total","Both Sexes","Other Christians","Census - de jure - complete tabulation","Final figure, complete","2013","104",""
"Liechtenstein","2010","Total","Both Sexes","Other Protestant","Census - de jure - complete tabulation","Final figure, complete","2013","258",""
"Liechtenstein","2010","Total","Both Sexes","No Afiliation","Census - de jure - complete tabulation","Final figure, complete","2013","1952",""
"Liechtenstein","2010","Total","Both Sexes","Not Specified","Census - de jure - complete tabulation","Final figure, complete","2013","925",""
"Liechtenstein","2010","Total","Both Sexes","Christian Orthodox","Census - de jure - complete tabulation","Final figure, complete","2013","415",""
"Liechtenstein","2010","Total","Both Sexes","Protestant Reformed","Census - de jure - complete tabulation","Final figure, complete","2013","2343",""
"Liechtenstein","2010","Total","Both Sexes","Protestant Lutheran","Census - de jure - complete tabulation","Final figure, complete","2013","461",""
"Lithuania","2011","Total","Both Sexes","Total","Census - de jure - complete tabulation","Final figure, complete","2014","3043429",""
"Lithuania","2011","Total","Both Sexes","Agnostic","Census - de jure - complete tabulation","Final figure, complete","2014","382",""
"Lithuania","2011","Total","Both Sexes","Armenian Apostolic","Census - de jure - complete tabulation","Final figure, complete","2014","138",""
"Lithuania","2011","Total","Both Sexes","Baha'i","Census - de jure - complete tabulation","Final figure, complete","2014","29",""
"Lithuania","2011","Total","Both Sexes","Balts Believers","Census - de jure - complete tabulation","Final figure, complete","2014","5118",""
"Lithuania","2011","Total","Both Sexes","Baptist","Census - de jure - complete tabulation","Final figure, complete","2014","1336",""
"Lithuania","2011","Total","Both Sexes","Buddhist","Census - de jure - complete tabulation","Final figure, complete","2014","626",""
"Lithuania","2011","Total","Both Sexes","Christian","Census - de jure - complete tabulation","Final figure, complete","2014","1310",""
"Lithuania","2011","Total","Both Sexes","Church of Christ","Census - de jure - complete tabulation","Final figure, complete","2014","516",""
"Lithuania","2011","Total","Both Sexes","Church of Jesus Christ of Latter-day Saints","Census - de jure - complete tabulation","Final figure, complete","2014","129",""
"Lithuania","2011","Total","Both Sexes","Church of Scientology","Census - de jure - complete tabulation","Final figure, complete","2014","25",""
"Lithuania","2011","Total","Both Sexes","Evangelical Lutherans","Census - de jure - complete tabulation","Final figure, complete","2014","18376",""
"Lithuania","2011","Total","Both Sexes","Evangelical Reformists","Census - de jure - complete tabulation","Final figure, complete","2014","6731",""
"Lithuania","2011","Total","Both Sexes","Greek Catholic","Census - de jure - complete tabulation","Final figure, complete","2014","706",""
"Lithuania","2011","Total","Both Sexes","Jehovah Witness","Census - de jure - complete tabulation","Final figure, complete","2014","2927",""
"Lithuania","2011","Total","Both Sexes","Judaism","Census - de jure - complete tabulation","Final figure, complete","2014","1229",""
"Lithuania","2011","Total","Both Sexes","Karaite","Census - de jure - complete tabulation","Final figure, complete","2014","310",""
"Lithuania","2011","Total","Both Sexes","Methodist","Census - de jure - complete tabulation","Final figure, complete","2014","364",""
"Lithuania","2011","Total","Both Sexes","New Apostolic","Census - de jure - complete tabulation","Final figure, complete","2014","422",""
"Lithuania","2011","Total","Both Sexes","Old Believers","Census - de jure - complete tabulation","Final figure, complete","2014","23330",""
"Lithuania","2011","Total","Both Sexes","Orthodox","Census - de jure - complete tabulation","Final figure, complete","2014","125189",""
"Lithuania","2011","Total","Both Sexes","Pentecostal","Census - de jure - complete tabulation","Final figure, complete","2014","1852",""
"Lithuania","2011","Total","Both Sexes","Protestant","Census - de jure - complete tabulation","Final figure, complete","2014","1206",""
"Lithuania","2011","Total","Both Sexes","Roman Catholic","Census - de jure - complete tabulation","Final figure, complete","2014","2350478",""
"Lithuania","2011","Total","Both Sexes","Seventh Day Adventist","Census - de jure - complete tabulation","Final figure, complete","2014","920",""
"Lithuania","2011","Total","Both Sexes","Society for Krishna Consciousness","Census - de jure - complete tabulation","Final figure, complete","2014","344",""
"Lithuania","2011","Total","Both Sexes","Sunni Muslims","Census - de jure - complete tabulation","Final figure, complete","2014","2727",""
"Lithuania","2011","Total","Both Sexes","Other","Census - de jure - complete tabulation","Final figure, complete","2014","356",""
"Lithuania","2011","Total","Both Sexes","No Religion","Census - de jure - complete tabulation","Final figure, complete","2014","186670",""
"Lithuania","2011","Total","Both Sexes","Not Stated","Census - de jure - complete tabulation","Final figure, complete","2014","307757",""
"Lithuania","2011","Total","Both Sexes","Word of Faith","Census - de jure - complete tabulation","Final figure, complete","2014","995",""
"Lithuania","2011","Total","Both Sexes","Charismatic Evangelical Church","Census - de jure - complete tabulation","Final figure, complete","2014","931",""
"Lithuania","2001","Total","Both Sexes","Total","Census - de jure - complete tabulation","Final figure, complete","2003","3483972",""
"Lithuania","2001","Total","Both Sexes","All Gospel Church","Census - de jure - complete tabulation","Final figure, complete","2003","2207",""
"Lithuania","2001","Total","Both Sexes","Armenian Apostolic","Census - de jure - complete tabulation","Final figure, complete","2003","30",""
"Lithuania","2001","Total","Both Sexes","Baha'i","Census - de jure - complete tabulation","Final figure, complete","2003","31",""
"Lithuania","2001","Total","Both Sexes","Balts Believers","Census - de jure - complete tabulation","Final figure, complete","2003","1270",""
"Lithuania","2001","Total","Both Sexes","Baptist","Census - de jure - complete tabulation","Final figure, complete","2003","1249",""
"Lithuania","2001","Total","Both Sexes","Buddhist","Census - de jure - complete tabulation","Final figure, complete","2003","408",""
"Lithuania","2001","Total","Both Sexes","Christian","Census - de jure - complete tabulation","Final figure, complete","2003","275",""
"Lithuania","2001","Total","Both Sexes","Church of Christ","Census - de jure - complete tabulation","Final figure, complete","2003","52",""
"Lithuania","2001","Total","Both Sexes","Church of Jesus Christ of Latter-day Saints","Census - de jure - complete tabulation","Final figure, complete","2003","197",""
"Lithuania","2001","Total","Both Sexes","Church of Scientology","Census - de jure - complete tabulation","Final figure, complete","2003","15",""
"Lithuania","2001","Total","Both Sexes","Evangelical Lutherans","Census - de jure - complete tabulation","Final figure, complete","2003","19637",""
"Lithuania","2001","Total","Both Sexes","Evangelical Reformists","Census - de jure - complete tabulation","Final figure, complete","2003","7082",""
"Lithuania","2001","Total","Both Sexes","Greek Catholic","Census - de jure - complete tabulation","Final figure, complete","2003","364",""
"Lithuania","2001","Total","Both Sexes","Jehovah Witness","Census - de jure - complete tabulation","Final figure, complete","2003","3512",""
"Lithuania","2001","Total","Both Sexes","Judaism","Census - de jure - complete tabulation","Final figure, complete","2003","1272",""
"Lithuania","2001","Total","Both Sexes","Karaite","Census - de jure - complete tabulation","Final figure, complete","2003","258",""
"Lithuania","2001","Total","Both Sexes","Methodist","Census - de jure - complete tabulation","Final figure, complete","2003","211",""
"Lithuania","2001","Total","Both Sexes","Neuapostolische Kirche","Census - de jure - complete tabulation","Final figure, complete","2003","436",""
"Lithuania","2001","Total","Both Sexes","Non-denominational Christian Churches","Census - de jure - complete tabulation","Final figure, complete","2003","75",""
"Lithuania","2001","Total","Both Sexes","Old Believers","Census - de jure - complete tabulation","Final figure, complete","2003","27073",""
"Lithuania","2001","Total","Both Sexes","Orthodox","Census - de jure - complete tabulation","Final figure, complete","2003","141821",""
"Lithuania","2001","Total","Both Sexes","Pentecostal","Census - de jure - complete tabulation","Final figure, complete","2003","1307",""
"Lithuania","2001","Total","Both Sexes","Protestant","Census - de jure - complete tabulation","Final figure, complete","2003","660",""
"Lithuania","2001","Total","Both Sexes","Roman Catholic","Census - de jure - complete tabulation","Final figure, complete","2003","2752447",""
"Lithuania","2001","Total","Both Sexes","Seventh Day Adventist","Census - de jure - complete tabulation","Final figure, complete","2003","547",""
"Lithuania","2001","Total","Both Sexes","Society for Krishna Consciousness","Census - de jure - complete tabulation","Final figure, complete","2003","265",""
"Lithuania","2001","Total","Both Sexes","Sunni Muslims","Census - de jure - complete tabulation","Final figure, complete","2003","2860",""
"Lithuania","2001","Total","Both Sexes","Other","Census - de jure - complete tabulation","Final figure, complete","2003","877",""
"Lithuania","2001","Total","Both Sexes","No Religion","Census - de jure - complete tabulation","Final figure, complete","2003","331087",""
"Lithuania","2001","Total","Both Sexes","Not Stated","Census - de jure - complete tabulation","Final figure, complete","2003","186447",""
"Malawi","2018","Total","Both Sexes","Total","Census - de jure - complete tabulation","Final figure, complete","2019","17563749",""
"Malawi","2018","Total","Both Sexes","Christian","Census - de jure - complete tabulation","Final figure, complete","2019","13581623",""
"Malawi","2018","Total","Both Sexes","Islam ","Census - de jure - complete tabulation","Final figure, complete","2019","2426754",""
"Malawi","2018","Total","Both Sexes","Other Religions","Census - de jure - complete tabulation","Final figure, complete","2019","1178588",""
